frame;detected_all;matched_all;total_ms_all;detect_ms_all;match_ms_all;detected_0;matched_0;total_ms_0;detect_ms_0;match_ms_0;detected_1;matched_1;total_ms_1;detect_ms_1;match_ms_1;detected_2;matched_2;total_ms_2;detect_ms_2;match_ms_2;detected_3;matched_3;total_ms_3;detect_ms_3;match_ms_3;
76;790;410;53.961;38.982;14.97967;30;9.835;8.266;1.569;233;123;14.609;10.445;4.164;240;128;14.328;9.692;4.636;250;129;15.189;10.579;4.61;
77;788;457;60.749;45.697;15.05257;37;12.891;11.046;1.845;237;133;14.751;10.128;4.623;244;141;16.157;11.811;4.346;250;146;16.95;12.712;4.238;
78;795;461;64.246;47.357;16.88963;34;14.182;11.926;2.256;239;125;19.286;14.624;4.662;243;143;14.778;10.083;4.695;250;159;16;10.724;5.276;
79;806;459;61.235;46.394;14.84172;40;14.215;12.459;1.756;239;139;17.822;13.675;4.147;245;142;14.098;9.737;4.361;250;138;15.1;10.523;4.577;
80;789;436;58.25;44.323;13.92763;31;11.868;10.14;1.728;237;127;15.39;11.241;4.149;239;137;15.298;11.288;4.01;250;141;15.694;11.654;4.04;
81;813;438;65.415;50.926;14.48973;29;13.912;12.059;1.853;244;135;18.662;14.808;3.854;246;132;14.498;10.491;4.007;250;142;18.343;13.568;4.775;
82;829;468;66.255;47.851;18.40488;43;12.827;10.911;1.916;243;142;17.743;13.452;4.291;248;137;18.204;12.024;6.18;250;146;17.481;11.464;6.017;
83;815;393;57.431;38.912;18.51976;40;10.197;8.181;2.016;244;125;15.287;9.561;5.726;245;111;15.115;10.162;4.953;250;117;16.832;11.008;5.824;
84;812;503;53.368;38.24;15.12874;46;10.291;8.575;1.716;240;142;13.753;9.603;4.15;248;152;14.124;9.226;4.898;250;163;15.2;10.836;4.364;
85;837;497;68.538;51.007;17.53194;48;12.092;9.617;2.475;248;147;19.474;14.199;5.275;245;149;18.554;13.959;4.595;250;153;18.418;13.232;5.186;
86;835;507;60.98;44.784;16.19691;47;14.247;12.094;2.153;246;150;16.471;11.891;4.58;248;149;15.438;10.561;4.877;250;161;14.824;10.238;4.586;
87;821;494;70.271;54.216;16.05581;47;14.542;12.591;1.951;246;154;20.249;15.384;4.865;244;159;15.845;11.414;4.431;250;134;19.635;14.827;4.808;
